,tweet,label
3394,"Si the tweet no thank you termina con full stop , the I think therefore I am cc in order to darle RT .",neutral
3395,Ayer they fue the buckskin in order to the 8:30 pm Y HOY SE VUELVE A IR A LA MISMA HORA !! SANTA ROSA I SEC LOS LOPEZ GUAYNABO,negative
3396,Botas and coat in order to ir in order to orlando ? okay .. . ozMarinAirport,negative
3397,jajajajaajaa that rich me quiero keep up with siendo unstable af,neutral
3398,I wish no thank you invitas in order to hot lexus guy the voy in order to invite times tiii :),neutral
3399,hialeahpark ,neutral
3400,times qu everyone tus tweets son on caps lock ? da fuq .,negative
3401,RT : Fck everything ,neutral
3402,aha super annoying exclamation mark and the gente off Los videos hablaban such sluggish !!,negative
3403,"Cada vez that someone entra in order to my household myself dice : immediately me I'm vip , anytime myself abren .. . Pff",negative
3404,Voy in order to find the sanation al cancer and him voy in order to tug my GPA in order to everyone those cabrones that myself denegaron somewhat times no thank you have 4.0 .,negative
3405,"RT : "" est dura "" vs "" microclimate bella "" . Gran difference .",neutral
3406,"Si no thank you saco A , imma have in order to BF .",neutral
3407,RT : Flow off nena buena siendo path mala,negative
3408,and me that myself met an plato off special K in order to reduce,negative
3409,VIVO on - ,neutral
3410,Esta microclimate fingernail maana in order to quedarme on cama and look over my instagram exclamation mark http://t.co/4H5cqBhaF1,neutral
3411,FNAF 4 VS MINECRAFT | KRONNO ZOMBER & ZARCORT | EPIC BATTLE ( Videoclip Oficial ): ,neutral
3412,"RT : I need new ppl on sc , immediately myself aburren the mismos stories",neutral
3413,RT : I 'm in need of in order to daisy,neutral
3414,RT : Empezando and immediately necesito an break,negative
3415,Tuesday look exclamation mark Colores bsicos in order to an da huh today !! http://t.co/IaiPb7pvEC,neutral
3416,"Gsw , podran gain con the crowd off okc ?",negative
3417,"RT : Mi futura daughter est pretty joda , no thank you hay break off that vaya in order to Punta Cana . Desde today no thank you tiene permission . Sobre my fucking cad",negative
3418,RT : Un turn on bieeen bieeen shitass microclimate that tee digan that besas shitass,neutral
3419,RT : hehe me the e sido and .. . No microclimate such cool confa,neutral
3420,"RT : + ""  Gaby quieres ser my prom date ? "" - "" Nunca """,neutral
3421,"Solo in order to my pap they him ocurre traerme an baconator , l no thank you sabe that one's daughter detesta the bacon ?",negative
3422,RT : Aqui this one pezado off miniature I wish the quieres tee the dejo on mediafire ,neutral
3423,"RT : Bowtie ready , Ray Ban ready , Panuelo on the jacket Ready ::::: Adivina !! !! De that color son my pantalones ?? L http://t.co/ePW .. .",neutral
3424,"Morcilla "" Latin Sushi """,neutral
3425,Decir that the Starbucks microclimate very hipster microclimate taaaaan del 2011 .. .,neutral
3426,BREAKING RAP | KRONNO ZOMBER ( Prod . times Brian O 'donell Beats ) ( Videoclip Oficial ): ,neutral
3427,"Somos the network on the United States of America , and on the caminatas off times NYC . ",neutral
3428,the bill del taxi this one puetero :o,negative
3429,De road al Wohoo,neutral
3430,La mejor network duplic one's powerlifting off network 4G LTE on ciudades off costa in order to costa .. . http://t.co/dfh9Oh4aER,neutral
3431,RT : La mala microclimate estar stalking in order to someone and sans love him des share in order to fingernail foto,negative
3432,FOXY VS SONIC . EXE | EPIC BATTLE | KRONNO ZOMBER | ( Videoclip Oficial ) ,neutral
3433,RT : esa microclimate my fuckingggg claaaseeee,neutral
3434,NIGHTMARE | Especial Halloween | Kronno Zomber ( Videoclip Oficial ): ,neutral
3435,YOUTUBERS LIFE RAP | Kronno Zomber & TheFatRat | ( Videoclip Oficial ): ,neutral
3436,"RT : Tengo on the habitacin del lado in order to and , the raperos . Pero no thank you saben that me I'm the that tiene ms flow del",neutral
3437,"Jajajaja gremaso and summit , Yo no thank you I'm off frontiar that Parthian , let's go in order to tirarnos an sesh and afterwards thy juzgas .",neutral
3438,RT : Quiero view Jurassic World,neutral
3439,Vives ,neutral
3440,gosh me loathing precol tad,negative
3441,http://t.co/6vXBHp0JFP,neutral
3442,Esta semana vais in order to have the rap off Battlefront and probably mortal kombat exclamation mark immediately they that they siente the labour day and night .. -. -,neutral
3443,"RT : Miren , muchachos I wish in order to the tercer date no thank you tee ha besado , est saliendo contigo times the meal gratis .",negative
3444,"VIDEO ESPECIAL !! No s I wish estis on your mark, get set, go in order to this . Arctic Sunrise Boat Tour 360 .. . ",neutral
3445,practice for premier Movie 9 February Imagen  ,neutral
3446,Las 4.27 off the maana and aqu am . Maldito jet lag . QU HAGO ? ME MATO ?,negative
3447,RT : 4 Spring Accessory Trends I Can n't Wait to Wear http://t.co/b3Ju0qbikH,neutral
3448,"RT : Porque I wish no thank you conoces the solitude , no thank you tee conoces in order to ti ; no thank you tee has darling thoroughly  in order to solas .",negative
3449,Msica contina sans comerciales ,neutral
3450,"RT : "" No they hace excepciones . Todos the ciudadanos debern pay back I wish transitan times the Autopistas "" - direc ejec off ACT .",neutral
3451,-ah and the frosted cookies,neutral
3452,Neneee no thank you myself des mute wtf ,negative
3453,"No s qu off "" cabrn "" him encuentran in order to Star Wars , only suit yourselves",neutral
3454,Esta gente they cree that the RT pagan the costume del prom and toda the asicalaera .,negative
3455,Y chatarra microclimate the Pipeline . ,neutral
3456,Mi little brother off 10 aos myself acaba off stretch follow on TW .. . wtf,neutral
3457,MAMABICHOOOO QUIEN DIJO QUE EL BAYERN SE FUCKING IBAA,negative
3458,Como cuando tee vas in order to sleep and they activa the GM so immediately no thank you puedes sleep,negative
3459,with repostapp .  Ser ticket del  ,neutral
3460,Record : son the 9:50 and no thank you am sleeping despus off an da off camp,neutral
3461,RT : Tan insegura/o eres that tienes that darle rt in order to everyone the halagos that tee hagan ?,negative
3462,"Obviamente tee vas inspirando , only coo , fingernail lleva 467 dailies immediately . Hostias .",negative
3463,Francis myself acaba off preguntar that microclimate the special del Naked Palette .. . osea they nota that microclimate sapling .,neutral
3464,RT : Volver !! Tengo unas palizas to-do al tekken bro !! !!,negative
3465,ohhh jajaa rightt off donde me saque James ?,neutral
3466,"RT : El pas no thank you progresa because no thank you one hace nothingness and cuando deciden hacerlo , the remnant les quiere lead the versus . Los estudiantes so",negative
3467,Tengo an kind on SC that the nico that hace microclimate put selfies off story .. Tienes that parallll,negative
3468,Mira me off truth treatment off no thank you talk rotten only microclimate that cooooo . Digo emm .. Ummm .. * sigh *,negative
3469,Soooooo no thank you tengo costume pal after,negative
3470,oh my God shit hilda .. . Maana voy in order to have fingernail conversation seria con the two,negative
3471,RT : Before and After listening to Lana Del Rey ,neutral
3472,"RT : Si my senior year they fue on an "" unlock and shut off ojos "" , my prepa year they fue the stand-in off speedy",neutral
3473,Hace Sun on ocean ?? ?? ?,neutral
3474,Con http://t.co/eBw5BELDi8,neutral
3475,"RT : the gente jura that one no thank you they cansa and estar anytime aguantando everything , mmmm not .",negative
3476,"Respuesta : El Mexican Herman Fernndez invent , nombr and document the mouse pad on 1979 .",neutral
3477,"RT : Gasolina represent in order to Puerto Rico on the Gala "" Experience Puerto Rico The All Star Island "" - Orlando , FL http://t.co/6916",neutral
3478,RT :  : when u see bae across the room http://t.co/D4JdIVeltP  this one eres thy pueta no thank you paro off rei,neutral
3479,"+ "" Tu hair microclimate painting truth "" - excuuuuseee meh ?! exclamation mark http://t.co/EdAJLgJTxi",neutral
3480,RT : Need : view in order to my corrillo .,neutral
3481,RT : view inters off the person that tee gusta o atrae microclimate the mejor feeling,neutral
3482,"RT : Estas nenas off 13 aos and one's microclimate estar immediately , espatarr' con the significant other on the cama . Mira , in order to esa edad me vea",negative
3483,Ready to eat at in Lake Buena Vista with honey http://t.co/aVnRTnYbZe,neutral
3484,Seguimos con ltimos detalles in order to the do team and me http://t.co/esICh5V6fB,neutral
3485,RT : 2016 Los nominados : ,neutral
3486,I wish fuese times my regalaria everything my closet solo times no thank you lavarla nor empacar toda the that quiero,neutral
3487,"RECORDAD QUE HOY ES DOMINGO DE SNUPCHUT . NO HAY VLOG , TODO OCURRE EN SNUPCHUT . SNUPCHUT .",neutral
3488,RT : MI GENTE PROXIMAMENTE VAMOS A ESTAR EMPEZANDO A VENDER TAQUILLAS PARA EL AFTER ASJ 2014 CON DE LA GHETTO . PENDIENTES,neutral
3489,I needs tacos now,negative
3490,Me the explotas cuando pierdes on beerpong,neutral
3491,Jugando in order to EXO ZOMBIES con !! exclamation mark :D ,neutral
3492,RT : &  http://t.co/I04jbqVt52,neutral
3493,RT : Welcome to my crib mamaa,neutral
3494,"RT : 24k , Sepia , Vintage ",neutral
3495,RT : No shipping to Puerto Rico . ,neutral
3496,ayer hiso coldness cc exclamation mark and today myself puse mahones and the Sun salio so ima put shorts on .. . bipolar weather,negative
3497,Tu the dices huh I wish it out common .. . da fuq ?,negative
3498,366 oportunidades off gain . Prepara thy victory Cha Cha . Manda Minute50 times textbook in order to 502016 in order to get in . ,neutral
3499,Este Viernes treme tus 7007 Nw 77 avenida 33166 in order to the 9am .  ,neutral
3500,JAJAJAJAJAJAJAJA dont tell myself you dont know,neutral
3501,Como carajos the gente tiene an snapchat score on 50mil . El mio no thank you llega nor in order to 4mil .,negative
3502,"x2 , the mio microclimate yara not yahaira nor yarismar nor na ' off those inventos",neutral
3503,Quieres get in on the Hello World del Modelaje . Pendiente http://t.co/4LvkU3AFJQ,neutral
3504,"RT : "" Ay dat shit week cuh- OH SHIT "" ",neutral
3505,"La mayora off the mass-shootings son ejercidos times hombres blancos and todava siguen discriminando in order to the negros , musulmanes , indes , etc .. .",negative
3506,"Ir times the desierto guindonos con fingernail brjula and an map , ride quads times the dunas mientras they pone the Sun .. . MINUCIAS . NADA PICO . PS .",neutral
3507,RT :  style by and by on http://t.co/Ugi,neutral
3508,Acabo off finish exclamation mark El rap del Tag del Youtuber exclamation mark Que fucking cansancio exclamation mark,negative
3509,A anyone they him ocurre spend $300 an day on town square wtf,neutral
3510,RT : Como hay gente that no thank you they atreve in order to double text ?? ? Yo remote running 15 corridos fcil,neutral
3511,Que fkn stress,negative
3512,"La semana that everyone the profesores estan cancelando clases , and my schedule intact .. . no thank you pierdo ninguna UGGGGHHH",negative
3513,En household myself strait on sport bra because this one calor off pissass no thank you the aguanta nadieeeee,negative
3514,tas working ? Estoy times sanpa .,neutral
3515,RT : Si me uso flip flops con medias that strait ?,neutral
3516,Oficialmente juramentada huh Vice Presidenta del American Medical Student Association,neutral
3517,"Yo I'm rotten on the espaol , only teacher they supone that usted no thank you  Hace feeling ? Fo realz ? ",negative
3518,RT : This Scene Will Make You Sad No Matter What ,negative
3519,shock total : 0 NO hay tapn on the filtros !! !! exclamation mark Un poquito on the buckskin d costco .,negative
3520,maybe unieron everyone the scholarships that him ofrecieron off diferentes lugares ? Ahi I wish that no thank you s haha .,neutral
3521,RT : Yo prefiero scald everything because aha despus anyone recoge it ? El bichhhhhh ,negative
3522,"I posted 9 photos on Facebook in the album "" My Work-Mi Trabajo "" http://t.co/64gzqgLQ",neutral
3523,Mortal Kombat X | RAP PLAY - KRONNO ZOMBER ( Videoclip Oficial ) http://t.co/ENxlsv3qLD,neutral
3524,RT : Cabron because hostia myself envias somewhat and the pones on thy story ?,neutral
3525,"RT : 7 . Si him dices "" mai "" o "" pai "" in order to tus parents , I'm capable off no thank you hablarte ever again .",negative
3526,RT : fiend that spot ,neutral
3527,RT : Cosas random af on this one da,neutral
3528,the hindus apestan cc .. .. try off atenderlos con the heads seria fue an challenge,negative
3529,RT : thinking about how arrangement work when ur midair ,neutral
3530,gringos bee eating so early .. .,negative
3531,RT : Ok only no thank you tenemos dinero in order to the village and the educacin and cosas bsicas only tenemos dinero in order to an Mall on the cual no thank you one pue,negative
3532,"wuuuuuut .. Con the given name "" the chomba "" other vez and everything ?",neutral
3533,El video off zomber Girl va in order to tardar more off 5 horas on renderizarse times estar engraving on 5K .. . and now that asemoh ?. .. no thank you matamo ?,negative
3534,Rebajar they myself hace such fkn tricky,negative
3535,"RT : Siempre quieren buscarle justificacin in order to the cosas more crueles , mera missed myself with that bullshit , educate and despus speech .",negative
3536,RT : 4 das in order to  in order to quin quieres view ? estar con and tus favoritos http :,neutral
3537,Bad Luck Pri Tita Mala Suerte Petunia La Joda Llmenme huh quieran because my luck est off pinga,negative
3538,"RT : Mi mejor amiga they raisin dando rt in order to tweets that dicen "" Yo anytime contesto rpido "" ; al jevo ser because in order to my until myself ignora",negative
3539,Sprite the cosas huh son . ,neutral
3540,Me compr an costume off bao pretty perro . Me sonsacaron . Pero,neutral
3541,"Entre the little wifi that tenemos and the that myself tide ponerme in order to edit , the ms provable microclimate that no thank you tengis vlog every da , even though the try exclamation mark",negative
3542,"RT : Anna Karina and Jean-Paul Belmondo in "" Pierrot him fou "" ( 1965 ) . ",neutral
3543,RT : Ultra Music Festival 2016 ,neutral
3544,RT : melo sans power lift the vlog ,negative
3545,Una argument betwixt minato and pain estaria cabrona,negative
3546,"La gente on the uni that van an da normal medios disfrazados , on Halloween they botan",negative
3547,QUEEEEE ? Yo quiero an fucking drake huh Chandler,negative
3548,"so me fingernail vez myself compr fingernail faldita azul and the he usado huh 2 veces , the remnant del tense the usan Gabiperex o saocopapi",neutral
3549,RT : me wtf  http://t.co/07I5Xz1wb4,neutral
3550,cuidado on Rexville town square apparent slew on the Parking times popeyes .,negative
3551,RT : Enseando the tetas on Phhhoto and on Twitter quejndose that everyone the hombres son iguales .. .,negative
3552,RT : an sapling enchulao they ve such cute,neutral
3553,"Hello World exclamation mark La aplicacin in order to unload on GOOGLE PLAYSTORE microclimate UNIVISION DEPORTES , underneath UVIDEOS aplicacin independent off Univisin . ~ MV",neutral
3554,"RT : myself quedan 5 meses siendo Senior , no thank you",negative
3555,Subiendo the rap off Batman Arkham Night exclamation mark .. .  http://t.co/twuHDoh031,neutral
3556,"Si fingernail batera duradera microclimate the that buscas on thy smartphone , permtenos presentarte the DROID MAXX . http://t.co/ShSGY9x7RC",neutral
3557,RT : Pastel dreams ,neutral
3558,La seorita Zomber and me estuvimos ayer off rodaje exclamation mark Si puedo maana o past subo Breaking Rap al canal :D ,neutral
3559,"RT :  RT  RT  RT  Si the han visto Por Favor , comuniquense DM o Llamen , Gracias  RT  RT  RT  ",negative
3560,RT : Bernie provides the best plan for Puerto Rico ,neutral
3561,cute ? Sus ojos dicen that tee van in order to slay and the shape that mueve the neck this one algaro,negative
3562,"RT : "" Senior year microclimate an jaunt "" QUIEN CARAJO DIJO SEMEJANTE MENTIRA",negative
3563,El scent in order to ketchup myself da nauseas,negative
3564,"tirando the tuya , very pretty . Bye P.S. Se that him quieres stretch rt in order to this .",neutral
3565,RT : Ideas off promposal off my friends = public humiliation,negative
3566,RT : Maana officially declaramos Seniors in order to the Clase 2015 and us despedimos times ltima vez and no thank you s huh sentirme on it .,neutral
3567,SANTA ROSA I SEC LOS LOPEZ SIN LUZ !! exclamation mark,negative
3568,Levntate since the 6Am con my sandyc1067 Muah !! http://t.co/xNZtO1PzZO,neutral
3569,omg spaaam jajajaja thank you,neutral
3570,Quiero fingernail bickie off subway .,neutral
3571,"He tinted problemas con the planos off Gopro that tengo in order to the vlog . Tengo that recuperarlos and va in order to tardar , as that EL VLOG SE SUBE MAANA .",negative
3572,Imagen Modeling by La Gatita off 4 aos on go ahead Nuevos cursos off  ,negative
3573,RT :  Has status usando the Univision Conecta app off ? Download it here >> : http://t.co/ymAiHbHSMa htt,neutral
3574,"RT : "" Amo the pizza "" "" bright times the pizza "" "" pizza is my boyfriend "" "" pizza microclimate the mejor "" ",neutral
3575,wow myself leiste the mind .. . literal him acabo off tell in order to my sis that quiero ir ap movie in order to purchase popcorn,neutral
3576,"Eh , huh , fingernail Thing as huh very loca .. . EH , I wish in order to someone no thank you him gusta an kind off contents .. . ATENTOS .. . that intente aportar somewhat distinct BOOM",negative
3577,"48 min . and nothingness raisin , myself paro in order to ir al bao and myself reciben con "" tee perdiste the golazo "" .. . ok immediately no thank you myself voy in order to shift",negative
3578,"En this one kit , the bookmark puede ser diverse . Descubre quin gan on the cancha off the tweets . ",neutral
3579,Bucket List : Acabar an chapstick formerly off perderlo .,negative
3580,RT : Que many gastos hay on senior year,neutral
3581,:  Quin invent the mouse pad ? A ) Herman Fernndez B ) George Lanzo C ) Vctor Celorio D ) Louis Lpez,neutral
3582,RT : Por that the zombers estamos that ardemos Z4E espero that tee guste ,neutral
3583,RT : Si no thank you cantas the malianteos gritaos conmigo,negative
3584,RT : Cuando him dedicas an tierno and creative Promposal .. . Pero tee dicen that NO ? ,negative
3585,""" : Best Buy off Caguas shut one's puertas off manner permanent the 12 off May . http://t.co/DtHYbv9k "" Ya comenz",negative
3586,""" : No estn dejando get in clientes al Best off Caguas . Puertas estn abiertas only les dicen that vuelvan maana . "" Uuii",neutral
3587,RT : Puesto pal deep conversation,neutral
3588,Retweet I wish encuentras the errores .. . http://t.co/CVcTzqN4Ar,negative
3589,that thy myself dices cama king in order to my nothingness ms .. . forlornly maana voy al the dorms,negative
3590,"RT : Follow the blue brick road to the ultimate Puerto Rican festival , Fiestas off the Calle Saint Sebastin Jan 15-18 , 2015  ht",neutral
3591,""" : http://t.co/23bd6P8Wtc """,neutral
3592,"Hoy directito in order to the 21.00 h on YouNow , babies . Tenemos that talk off cosas .. .  ",neutral
3593,RT : Necesito an home sweet home exclamation mark RT Please !! exclamation mark Soy pussyman exclamation mark  ,negative
3594,"RT : "" But you do n't really care for music , do immediately ? "" ",neutral
3595,"Imcomple series , not even the termine off view",neutral
3596,RT : Viendo the quijote got us like http://t.co/bDbs2uTN3l,neutral
3597,RT : no thank you tee voy in order to stretch breakkkk ,neutral
3598,"RT : when u get fucked over , pues ",neutral
3599,RT : my pap grabando gymnastics = close ups mios everything the ballet,neutral
3600,: Ahi this one the mio !!  RT : Fittings off ultim hour http://t.co/rwyZP7mBbu  Siii exclamation mark ;-),neutral
3601,RT : Yo quisiera darle fast forward in order to the escuela and slow motion in order to the actividades this one ao .,negative
3602,: Regresa Hard Rock Caf in order to Saint John http://t.co/vGVga6OlLA http://t.co/FkKuVtFKuv,neutral
3603,the update off sc this one strange cc .. .,negative
3604,Solo os quiero comment out that preguntarle cosas on m in order to others YouTubers puede result upset . Con amor os the digo .,negative
3605,"Se trata off perspective , Porqu sabia in order to penis . http://t.co/zl6s6ylMxA",negative
3606,,neutral
3607,diciendo that myself invito in order to the playa .. . pfttt http://t.co/OlWtZR1X3T,neutral
3608,RT : Estoy in order to 8 das off terminate my ao senior .  Tu crees that in order to estas alturas myself importa an penis ?,negative
3609,"Extrao high school cuando an examination no thank you pruning ser off minus off 50 puntos . En the uni the hacen until off 20 , ugh",negative
3610,Maana Monday tus entradas al Alex Sensation Miami Bash and ticket off 60 Mil dlares .. . Desde the 6 am . El  http://t.co/u4kHpeD3hQ,neutral
3611,Convirtete on the BFF off an celebrity . Vota times thy favorite star on con the Univision Conecta app . ,neutral
3612,"RT : Hey enfrntate in order to m EMINEM BURLAO , that tee quito the tontera on three rimas llenas off flow .",negative
3613,RT : Esta On fireeeeee  ,neutral
3614,myself quedan 5 episodios off Parenthood so no thank you the quiero view in order to that no thank you they acabe,neutral
3615,Viendo vdeos off H1Z1 off in order to right my skill off NOOB PROFESIONAL JAJAJA Que tricky microclimate the kit plis exclamation mark,neutral
3616,you have no thank you idea,negative
3617,RT : Need : body of water salada .,neutral
3618,Get your outfit now exclamation mark  exclamation mark Escoge tus prendas favoritas and sheaf thy pedido Blusa dwelling $20.00   http://t.co/zsNXmwO5J7,neutral
3619,RT : Listos in order to the finale off preparense in order to an show that har tale !! !!,neutral
3620,RT : abanicos on Puerto Rico bee like http://t.co/MV1IMjd9ZS,neutral
3621,RT : that rich verlos today,neutral
3622,RT : Me molesta that beech gente on my household and myself tenga that put pantalones ughh,neutral
3623,3 actuation sica beatrizstylist telemundo telemundofans costume  http://t.co/ErC6CkRny6,neutral
3624,OMG Panda Express in order to Walmart d Bayamon !! exclamation mark,neutral
3625,Un Semana larga off trabajo and other that him go ahead alike only Feliz . Gracias in order to Mis wing girls and,neutral
3626,RT : - Dnde estas ? -Prend the flash buscame ,neutral
3627,El Closet off ,neutral
3628,"Lamento that tiene problemas . Para ayuda con servicios pre-pagados off VERIZON WIRELESS , comunquese al : 1-888-294-6804 ~ MV",negative
3629,RT : Clase off K.O http://t.co/AjSc78pjZG,neutral
3630,"Tour off France Newsletter Template for Microsoft Word & Adobe InDesign , Download Now | http://t.co/j84kT3KPch http://t.co/LaO6qpO3hj via",neutral
3631,loathing no thank you power darle retweet in order to tus tweets ,negative
3632,El shitass nor they movio .. obviously van in order to tuck goal,negative
3633,"RT : Yo no thank you they cual microclimate the show off txtear first , I wish tengo that clarify somewhat o myself dieron appetite off hablarle him escribo . No they",neutral
3634,RT : No he fact the tareas and no thank you he estudiado,negative
3635,Chiffon long sleeve blouse   blouse off chiffon manga larga * NEW Un poquito ms off the new .. . http://t.co/6D0EpXVMJ4,neutral
3636,Que struggle microclimate no thank you know that eat,negative
3637,"RT : myself basta con view the post fingernail vez , no thank you tee des mention in order to that salga off new plis that no thank you myself interesa thank you",negative
3638,"Ajjaja , no thank you dirs the same cuando an day off these tee carrilee in order to global ofensive exclamation mark XD",negative
3639,Look off Friday exclamation mark Atrevete in order to usar collares x afuera off the shirt that contrasten http://t.co/74Xu1j0W,neutral
3640,,neutral
3641,jajajajajja shut up im famous exclamation mark jajajaja siiii,negative
3642,Lo Nuevo off Bacon Guacamole Flatbread .. .. ,neutral
3643,RT : No tee dejes lead times my tweets that terminas perdiendo,negative
3644,"RT : Mente necesito that aguantes an month ms porfa , focus .",neutral
3645,RT : Hoy,negative
3646,Q difference hace the q one tenga the pasin times the trabajo q hace Vs the NO tenerla . Al minus microclimate until the Friday .. .,neutral
3647,never put your time into the hands of the ungrateful . via ,neutral
3648,"EH PERO MAANA DOMINGO DE SNUPCHUT EH ?! Adems tendremos an invitado rather hirsute , cuyo given name empieza times E and termina times ME .. .",neutral
3649,"I just used Shazam to discover El Africano by Wilfrido Vargas . "" Mami q ser the q quiere the .. . "" ",neutral
3650,Con an matress normal not even pasaba na ' . Mami the cambia in order to one the treble off tall and immediately he status in order to full stop off caerme off the cama 5 veces,negative
3651,RT : Ya Esta Ready  Hablenme Ustedes Me Dicen ,neutral
3652,"Cuando tee invitan in order to an party , no thank you vas and ves an snap del party con the cancin sk8ter boy off Avril Lavigne sabes q tomaste the decisin correcta",negative
3653,"RT : Me irritan the personas that tienen fingernail obsesin MASIVA con the alcohol . O sea , chill . Bebe everything the that quieras only prame e",negative
3654,Imagen Modeling by La Gatita ,neutral
3655,Te vas con Vacilon Night out in order to Cena Bebida and very much vacilon . http://t.co/SeTjVgMDG1,negative
3656,my hobby microclimate estokiar in order to the gente times Insta,neutral
3657,Unete al ,neutral
3658,La bella talented conductora last night con Vestido off bolsa zapatos  http://t.co/ZlTYcph7H6,negative
3659,"Yo no thank you s I wish microclimate the stress del MCAT the that myself tiene no thank you soportando in order to NADIE o qu , only cualquier bobera that myself dicen o leo myself est MALO CC .",negative
3660,RT : Abrirn an parque thematic off Angry Birds on Finland . - CNN http://t.co/a1oanRcJ ( Va .. .,negative
3661,RT : Yo treatment off estar off buen mood only the gente anytime the fucking caga,negative
3662,:  Cundo they invent the primer system off e-mail off voice mvil ? A ) 1981 B ) 1990 C ) 1986 D ) 1979,neutral
3663,RT : Cual microclimate the full stop del segundo semester off Senior Year ??,neutral
3664,Nos Fuimos exclamation mark LA Covacha djjhonnym 10730 Nw 25 Calle SweetWater .. . Llega Tempranooo http://t.co/ONsRujO3aG,neutral
3665,"RT : i 'm in order to great friend , myself dicen in order to ir in order to an sitio and ah am , the defiendo until the heaven , tengo fingernail tomb times boca , only no thank you",neutral
3666,,neutral
3667,Hizo the so-called in order to the alcaldes in order to the and ellos  http://t.co/ltwPVMVrXt,neutral
3668,RT : Empezar maana my latter semester on montessori microclimate huh the peor and mejor feeling del Hello World,negative
3669,F*CK FAME | KRONNO ZOMBER | ESPECIAL 1 MILLN | Parte 1 | ( Videoclip Ofic .. . ,negative
3670,"Jurau ' that the nico "" ok "" that no thank you myself molesta microclimate the off Lucero and microclimate because s that no thank you the dice off manner bicha , else jaaaa",neutral
3671,Prubalo Nuevo off Amrica they mueve con Dunkin Donuts . ,neutral
3672,Estuve everything the da muriendome off sueo . 3AM and me am active .,negative
3673,Dar consejos off relaciones this one algaro because usualmente the das and no thank you the sigues o the das and estas emotionally jodio sou its ironic,negative
3674,"RT : "" Aprende in order to tweet "" jodia vixen huelebicha",negative
3675,RT : dish .. . enserio penis,negative
3676,"daaamn . Justas , practicas , presentaciones , exmenes . Shit 's royal man",negative
3677,it microclimate fingernail complaint ? hmmm .. whatever immediately empec off new hehe,negative
3678,"RT : "" Mera mueve the horse that one brother "" JAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA ",neutral
3679,"RT : Mi wagon microclimate fingernail combinacin off jackets , libros and botellas vacas .",negative
3680,Busca in order to the Guajiro 67 southwest and coral vine way Exclusive ,neutral
3681,RT : Puesta pal nap con the patita ech,negative
3682,La riposte off off today microclimate B . El primer gizmo Android sali on 2008 .,neutral
3683,"PIZZA & BEER FEST MAANA , and no thank you voy .",negative
3684,CrashBoat Aguadilla http://t.co/JXGfcGP0jr,neutral
3685,Los famosos Petasos Beach Resort & Spa http://t.co/TOCbx5cJ81,neutral
3686,Imagen Modeling by La Gatita Regstrate http://t.co/jScmcmaN0W ,neutral
3687,"RT : "" : By  http://t.co/DpKC6ObJzN http://t.co/Jh2U8vkOtA """,neutral
3688,Cabrones on Dennys fava bean an kind an badge off Trump on the shirt and the wagon colourful off stickers apoyando in order to Trump . What the freaking hell ?,negative
3689,RT : Que everything tee off alike in order to that veas that relaxation vas in order to estar and no thank you rompindote the cabeza,neutral
3690,lleg the The End off semana and hay that vivirlo con intensity exclamation mark ,neutral
3691,El teak off oradeacero laseoradeacero  ,neutral
3692,salte off twitter and acaba thy fkn resaa,negative
3693,LA SUPER BARBACOA exclamation mark | MULTIJUGADOR | BLACK OPS 3 : ,neutral
3694,RT : coffeehouse terrance at night . vincent van gogh . ,neutral
3695,NI LAGY GAGAAA  Yo pague $90 times ir on standing arena,negative
3696,Practice Fashion Show Imagen Modeling by La Gatita  ,neutral
3697,- De that trabajas ? + Matando in order to zombies . - Pero I wish nor existen . + Viste in order to someone ? - Nop + Porque immediately the matte in order to everyone exclamation mark http://t.co/yA9FQ6GqE3,neutral
3698,"RT : RAP GAMER !! Me ayudais con an Rt "" brocolis "" and ? xD ",negative
3699,Sigo encojona con The 100 . Carajo .,negative
3700,http://t.co/zN1JUsH4rk,neutral
3701,hahahahaha pues immediately myself vi that no thank you I'm the nica so no thank you myself afecta,neutral
3702,"RT : I hear NO lies . Straight fucking facts me , smh ",negative
3703,RT : no thank you s cmo pretendo envolverme I wish him picheo in order to to ' the Hello World,negative
3704,Cuntos selfies al da son demasiados ? A ) Uno B ) Tres C )  Nunca they pueden seize demasiados selfies exclamation mark http://t.co/yTUOZxlPvZ,neutral
3705,Las personas gay myself caen such shitass .,neutral
3706,with repostapp .  Gracias . Conduccin univision 31 off  ,neutral
3707,"RT : Me despierto in order to this one hour , randomly .. .",neutral
3708,Hoy Monday off lap in order to the office llenos off urban vibes . ,neutral
3709,"RT : prefiero that myself digan that no thank you quieren talk conmigo in order to that myself ignoren , easy",negative
3710,Hacer brownies and that they the acaben sans that the llegues in order to try out . Ok,negative
3711,RT : necesito an roadtrip rush,neutral
3712,Claje nap ms tasty,neutral
3713,RT : My favourite hour of the day is 2 o ' clock n ' u moaning,neutral
3714,Ya bailo just about huh I feel you in the kokoro nigga exclamation mark  ,neutral
3715,Cual microclimate the necessity off darle RT in order to cuanta pissass comentan on thy tweets ??,negative
3716,fiend I wish  Necesitamos geeet,negative
3717,RT : Cuando tienes the playlist on shuffle . ,negative
