tweet,label
""" Pos esta guey(my mom ) me acuesto a chingasos "" lmfaoooooooo",negative
Lmaooooo my dads response when i asked him porque estava durmiendo !!!,positive
Pos disque ando arreglada . Pos i guess i am lol,positive
I textes my mom all happy about it i even sent her emojis y ni me contesta,neutral
lmaoo no hasta que se le ablande la cabeza lol asi que callese comadre,negative
Allright my niggahs goodnight  no more texts snapchats or calls untill tmrrw . The only ones tht can are gutty and the other compa !,neutral
Ya duermete patty aver si se te ablanda la cabeza poquito pa que no este tan duera lol love you !,positive
Mannnn afuersas quiero aser me la Patty prima y nomas no se deja lol,positive
In love mis nalgas same thing you said last time acuerdate ? Y como quedaste ? Mas bien como quedamos :/,neutral
Love you too mi pato !!,positive
callate !!! Porque no lo haces lol,negative
si estas mi patty lol jk,neutral
yea ... the best i can do is be here for him si me necesita,positive
yea dude ... ni se que decir le,neutral
yea .. but artemio said he would take me .. but no anda bien orita so i dont really wanna wake him up to take me,neutral
cause my bus gets here at 6:30 and i take like an hour to get ready so mujer aprevenida vale por dos lol,neutral
Yea go ahead dont respond ... its noy like we were having a conversation .. es okay no aye pedo,negative
I wonder como anda mi negro en el trabajo,neutral
Me avente exactly a month of vacation sali the 20th of december y today is my last day of vaycay !,neutral
hang in their kary . Be with her the whole time and take care of her ... dice mi ma que si necesitan algo nos hablen,neutral
de nada anything for you guys,positive
Heyyyyyy Gutty and Karyy should come visit me today since my Tio doesnt work :D yea ? Okay no ! :/,negative
And then he started telling abt the movie he watched ! Like niggah no me importa callate ! Lbs !!,negative
"Toda la noche "" Fabiiss , Fabii , Fabiola , Fab , Flacucha , Ugly "" like shut the fuck up and let me sleep !",negative
""" : Shouldvee went to thee baile :( """,negative
I like eating the inside of tge bollillos first !,positive
Nice body yo ? My assssss estot mas seca que un palo !,negative
Ya shut the fuk up !!! Ask is no use !!!,negative
Wtfff save tht for home gente mas cochina !,negative
I honestly couldnt ask for a better mother  con esta hasta le sobra el amor,positive
Y ya me dijo cual quiere pa llerno hahha ... gauuuuddddd i love her,positive
"I love my mom . We had a lil convo and i showed her all my "" novios "" lmaoo",positive
All i want right now is my mom to be laying down next to me como estava hace ratito !,positive
Yea i kinda bitched them out ! But ya que . se lo buscaron,negative
No pero si fuera sido de ellas nos esperariamos hasta que varrieran el parking lot lol .,neutral
El dia de mi birthday at the rodeo muy apenas me saludaron mucho menos decir me happy birthday !,negative
Oh y luego les saque lo de mi birthday !!!,neutral
And i called him mandilon ! I feel bad but the get me mad !,negative
"And then i told oscar "" No pero si tu Viejaa te dijera quiero ir al baile de bolada dejas de aser lo que haces y te arreglas """,neutral
I tld them que como a ellos no les convenia pos ni guato asen de ir !,neutral
Hoy les reclame todo a mis brothers y dad !,neutral
Si tuvieran ganas de ir it wouldny matter what time it was . they 'd still be goinh !,neutral
Mis brothers nomas me ayudan cuando les conviene !!!,negative
""" : Boy a llorarrrr """,negative
I think I 'll jst knock out aya ellas . I went to sleep at 4 lastnight lol .. peace my nigglets,neutral
""" : Oh gawwd how I missed & la sisternitaa !.     """,positive
ahahhaha como tu chaparra ?! Lol jk jk ahhh i understand !,positive
mmmm pues . yo bien excited porque pensava que si iva llegar lol,positive
Ughhh having to get ready y sin ganas,negative
Y todavia dice mi ma que duermo vomo reyna lol,neutral
I went sleep at 4 y ya estoy levantada -.-,negative
hasta que te acuerdas de mi ! I miss you !!,neutral
Okay ya voy a cerrar mis ojitos y contar borregitos lol  night !,positive
Las cuatro de la morning y yo todavia sin poder dormir !!! :'( im actually tired !,negative
okay pues text mehhhhh,neutral
"i asked him wat he was doing up y me dice "" I had an emergency "" and takes out the icecream !!",neutral
I was in the kitchen echando mis chips al bowl and Oscar comes in and asks me what im doing up . I said i was hungry y se rio de mi -.-,negative
quien sera el afortunado ?! Lol,positive
the guy tht favorited your tweet tho lol ... anyways asi ando yo i dont end up falling asleep till like one,positive
i knoe same here ! Ayer when i wasnt suppose to fall asleep porque me reganavan by 1 ya estava roncando y hora ni me pelan !,neutral
lmaoo okay se lo platico tmrrw ! Goodnight y que suee con migo lol jk jk .,positive
ohhhhh haha no le a contado ! Text me pa platicar le !,positive
hahahahahha  YO ?! Mmmm noooo nadien me pela lol . Quien le dijo esa mentira ?,neutral
que bueno . Live the single life ! Its always better . Pregunte me ami lol,positive
entonces pa que dice que enfrente de la novia no ! Ya iva decir este avienta novias a lo guey lol jk jk puro cottoreo !,negative
ya tiene novia otra ves ?! and yo no . Yo soy muy valiente . Nomas me tapo los ojos half way y todo es okay lmao,positive
Naww ni madres ami se me hace que es bien miedoso ! Lol,negative
Why is it that when i wanna go somewhere y no voy el dia se me hace biennnnn largooooo !?!?!?!,negative
oh yeaa nomas tienes tu permiy right ?!,neutral
ugghh i know pero pos ya que YOLO !!! that was a weekend to remember tho !,neutral
So when im at a party or something my fone is always vibrating getting txts and what not . & when im bored ni quien me pele -.-,negative
-.- okay aver si todavia estamos,neutral
idk most likely despues de church ... are you doing something ?,neutral
allright manana if we go to your casa we can have a serious tlk lol,neutral
yesss we can probs pick you up si es que we convince him,neutral
ill tell him ... si no lo convencemos me and you when we 're together !,neutral
omg i hate it ! My mom tells us how her and her sisters hated when mi gpa no le decia si o no and im like thts how i feel !,negative
I seriously havent gone out to a baile since october !,neutral
We better go sunday to the baile or ima be pissed and yesss voy aser mis berinches,negative
If my brothers black ass didnt work in the afternoon today . I 'd might be getting ready for the baile right now !,neutral
lol gotta help out la cunis lol,positive
"He always responds like that -.- this morning i tld him i had a dream tht i was gonna die y me dijo "" why did you wake up ?! "" Lil bitch :P",negative
"I tld Artemio im gonna die because this pain on my arms is to much y me dice "" Pos que esperas , ya muerte "" he loves me to damn much",negative
Si es que me llevan si se lo pongo pero si no . You 're on your own buddy .. oh i got it se busca una bailadora y baila all night !,neutral
Cuando veo la needle siento que se me vaja la presion lol,negative
I legitally screamed !!!! No fue una si no dos !!!,negative
My dad tlking to dad and me wanting to say que me la pase ! I misss her to muchh :'(,negative
yea i do and thanks fot everything pero no lo quiero enfadar lol,negative
oseaaa duhh ! Lol ha tht  jst reminded of when we would text thts what i would always send you lol,positive
your always on point con sus tweets !,neutral
hell yesss !!! Como dicen . Nobody said the truth didnt hurt lol,positive
Arent those enchiladas ?!,neutral
""" : I could watch la rosa de guadalupe all day ! """,neutral
omg dude como anda ... no nervios yet for sunday ?,neutral
yo tambien amanesi barefoot ! Do you ever feel like si no trai socks and your feet get cold your whole body gets cold ?,neutral
con eso de que se la vive en su musica . Ni sabe what happens around him lol .,positive
ahhhh entonces asi si pues . You can say im weird then ? Lol,negative
same here . I cant sleep without them aunque me levante sin ellas lol,neutral
Me avente mis buenas vacasiones ! 4 week vacation !!! /O\,positive
im not weird lol ... si a esas vamos pos uste tambien .,negative
I also cant sleep without my little pillow que mi abuelita nita me iso,positive
I sleep with socks but i always wake up with only one on y la otra by my pillow !,neutral
yesss sir lol but i always have to sleep with fresh socks cuando me voy a dormir i change them si no no duermo agusto,neutral
Like forreal why do ppl think its nasty to sleep with socks ?! Yo no duermo sin socks !,negative
""" : Im problaby the only person in the world that sleeps with socks ! Haha I get cold feet easily !  lmao  "" y somos dos",positive
Fixed things con mi cousin and with someone you guys least expect ! Ya veran quien .,positive
My tia Oti be rocking them coach shoes and purse,neutral
en la morning le digo cause she went to sleep cause se enfermo,negative
""" I mean i guesd i dont have aloy of friends but its better poquitos que fakes como tus disque friends """,negative
Horita its all fun and games but alrato que ira hacer !,positive
That guy really se esta pasando on tht pg ! Y cuando sepan quien es no le va gustar,negative
"Telling my brothers hace rato about tht yahoos pg on insta and they both respond with "" oooo let me find out who it is y no se la van acavar """,neutral
"That "" famous "" Jonatan Sanchez kid isnt even cute ! The only thing que tiene es voice ... js",negative
Meeeee dos !!!! Lol,positive
are you like forreals coming pa tender mi cama ?! O si no pos no lol,neutral
ahhhhh okay pues its ..... no niggah te la mando en txt everyonea gonna know where i live !,neutral
Va ser una hermosura when shes oldr ..... as much as i hate her i still love her !,neutral
And no matter what i still love mi sisterna !!!!,positive
But whatever my quince pays off for all those pasr bdays !!!,positive
Ever since i stopped having parties and my sister cada ano le hacen uno except last year .,negative
"Everything was always my way ! Siempre era "" lo que la nina quiera "" and now its "" Alex quiere eso , eso se va aser "" -.-",negative
"Its always "" Alex esto , Alex el otro "" osea hello you have two daughters no nomas una !!!",negative
I think the only one que lo puede aser renegar without him getting mad es mi sister ! It irratates me !,negative
"Y cuando andamod con family or something parese perico nunca se calla and he always "" fights "" con mis cousins lol",neutral
I only like being home when Oscar or Mom are home too si no i rather be in school or somewhere else !,neutral
I wish i was in school !!! I hate being home . Cause my dad se enpacienta mucho and starts yelling -.-,negative
de nada but tu tienes el brush so even better lol sounds easier,positive
nomas que no se echan a secar you let them dry and then las lijas,neutral
haha yea . And yes really tambien mi cunada was scared but como mi tio trabaja en un zapateria he tld her que hace si las laban,negative
washer y salieron como nuevas !!!,positive
wow !!! Nice lol well you can buy tht too but my cunada has had hers for like two years and she barley washed the other day en la,positive
yeaaaa the first day i wore them i dropped water and i thought que se avian manchado cause they took forever to dry !,negative
well nomas como de las edges . But de todos modos con cualquier cosa que les caiga me duele lol .. its really easy to clean them tho,neutral
i jst got mine y ya se mancharon -.-,neutral
That mini heart i gwt of excitement because i might see las hermosura de Silvas friday !!!,positive
"When "" que guey soy "" plays and me and my mom start calling each other guey ! Lol (:",neutral
I love how se deja llevar con nosotros !,positive
It shouldnt bother you cause ami ya ni me pelas !,negative
"I didnt know it offended you so much ! But si no te fijaste it says "" pa que quiero bestfriends when i have cousins "" mann seriously !!!",negative
""" : Watching telepaisa movies y Dan ganas ya de andar en Los coleaderos   """,neutral
hes the best man out there eso sin duda !,positive
Im glad we have my tio Crispin fot another year and hopefully diosito le de mucho tiempo mas a nuestro lado . Alegrando nos nostros corazones,positive
A HUGE birthday shoutout to the best tio anyone could evee have ! Wishing many more years y que siga asi tal y como es !,positive
La cerenta de la prima !!! >>>>>>>>>>>> Lmfaooo,positive
i dont porque me entra el aigresito : ' D,neutral
oh i jst did dicen que como esta el palillo,neutral
Posole in the making = Heaven,positive
""" El que heredo lo feo y nacio lo feo es feo !!! "" Lmfaooooo pinche lizeth !!",negative
pinche liz !!! You make my days !!,positive
viejo inutil lol hes full of shit ! Ainy nobody got time for him !!!,negative
Arreglar cosas ?! Fuck tht shit me canse de siempre rogar te ! Ahi tu y tu consencia !,negative
"Being blocked my your own cousin disque "" sister "" on twitter ... ta bueno puess    al puro cien",negative
My tio will forever be my role model too ! Mireya and Liz are so lucky to have him as a dad !,positive
My tio Crispin deserves all the respect in the world !!! He is one of the realist man out there !!!,positive
i havnt gotten nada :'(,negative
okay libreta ;D,positive
eyyyy lol .... hey changa send me la picture que tienenes on tu keyboard,neutral
naww mejor me lo quedo yo !,neutral
so ya no te voy a ver for tu birthday ?!,neutral
mmm maybe yea cause de our house its been two days lol . and dude yo tambien ! A lo menos tu ya te vas ir . Y yo que .. me chingo !,negative
te iras bolando lol !!! Aye ya quisieramos andar aya !,neutral
mendiga loka ! Y cuanto se hace ?! Lol,negative
* Alex wakes up from her nap * Me : correle alex ya pa acavar el cuarto . Alex : na mejor deja que llege liz .. no mejor no nosotras hacemos des ****,neutral
yea probably ! But idk yet nomas mi tia le hablo a mi ma . And yea ta chisqiada la alexia,neutral
"Ya dije y no me rajo lol ! Hace rato salio alexia modelando mis "" interiores "" lmaooo",positive
"Say waaaaa ?! Casa llena ?! Mi tia vero might come , my tio Querido y adorado  is coming and alejandro :D",positive
lmaooo como dijo mi es lo madre asi vengansen yo tengo ropa pa aventar pa afuera lol ... seriously i realized i have sooo much,neutral
pos los 3 days ?!,neutral
""" : Can rodeo season 2014 start already !! """,neutral
you really dont get pimples .. nomas es saber se cuidar like not sleeping with makeup .. tht gives you acne !!,neutral
I Started wearing Eyeliner like 2 months before my quince . i dont think its to bad cause aye girls que hasta foundation y toda la cosa usan,neutral
I cant say much cause i was one of the girls tht wore makeup before their 15 .. but i only wore mascara .,neutral
""" : parents that let they 're daughters date & dance before she 's 15 I find no point of making her a quince . """,neutral
Yo no soy rincorosa and no matter what i will always be here for any one as long as they show me trust too,positive
i love you chula and asi como you 've always been there for me the leasr i can do is do the same for you !,positive
ya manana lol,neutral
omg apenas vi estoooo !!!,neutral
Okay i got my goodnight snapchat / . \ so horasi a dormir,neutral
""" Traigooo perdida la feeee ... traigo el corazon herido   "" my all time favorite song from viento !",positive
"haha right !! And then she called to see "" a que horas llegavamos "" but in reality she called to ask about el chisme lmaoo",neutral
"haha yea !! Like the day of bdubs "" no se vayan que quiero saber el chisme "" lmaooo",positive
thank you chula (:,positive
lmaooo omg like member tht one time we were making cueritos for chuyitos and arlenes bday and i busted out my dance move y tu,neutral
yea i hope i am . But ya te dejo cause ima knock out,negative
ill wait till we move in the other house lol aki me da flojera,negative
omg dude i sweae we need to get rid of ALOT of stuff empesando con mi ropa lol,neutral
mendiga -.- and yea i know but this moving is a pain in the booty ive been up since 9 cleaning and packing stuff y apenas,negative
osea read my other tweet !!! Lol and ya manana si dios quiere,neutral
I 'll jst stick to my marlenesita and Judith son las unicas que me pelan . Ohhh and Nayeli but shes so far away :(,negative
Now that ima be living closer calls for more time out con las girls :D,positive
lmaooo mendiga chaparra . Te van a reganar !!,negative
pero te lo trais contigo nada de que lo dejas aya lol,neutral
okay pues tu me encuentras uno pero que no sepa el otro lol,neutral
te acuerdas de tu chaparra cuando andes aya lol me saludas al novio !,neutral
cause he almost busted his booty hace rato you should of seen him and artemio lol,neutral
eso siii thats what my mom always tells me and es lo que me calma when im mad im like true true lol,positive
but then tambien mu brother wrks early manana so tambien poreso ya ni dije nada,neutral
omg same here como que ni me entereso tanto . Estava entre si y no ... lol,neutral
It feels great to be in pjs y bien fresh,positive
I actually wanted to go but at the same timw all i wanted was come home shower y a dormir !,neutral
Maury : Mami amos bano Cristi : vamos pues correle Maury : Me puedo llevar mis tarolas ?! Lmaoooo hes too cute,positive
Maury bien happy with his present que le regalo su Padrino Oscar !,positive
im jst asking apoco no es lo que saben aser ?,neutral
My insta pic .... Pa que vayan y digan ! Como lo saben aser ... veda ?!,neutral
Sorry primo i flipped i swear Ever sounded like your cousin -.-,negative
That private call i swear it sounded so much like guero !!!,negative
um no you didnt .... but how ?,neutral
The moment my mom says Luis Coronel es su bf y le manda besos o.O,neutral
"lmaooo shes hilarious .. she was like "" ya sali del closet "" lmfaooooooo",positive
okay pues !!!! Ya dijo i cant believe your parents still remember me,neutral
aye mi patty ni en sus suenos will they ever grow up !,negative
yea i guess but a mi me vale im pretty sure i know who it is .. like i said ill be the mature one here,neutral
what the heck is going on ?! A todos les esta saliendo asi ... como que i dont like the new snapchat update,negative
uyyyyy trai pege lol,neutral
I need to go to sleep y dejarme de tanta pendejada !!!,negative
I know I might sound bipolar as fuck but i find it funny how he slept on the couch because he knows mommas gonna bitch lmaooo,neutral
I mean i dont care if he drinks ... but que sepa su limite !!!! Cuando llega a la casa bien perdido is what gets me mad !!,negative
I remember after my quince ppl were tlking shit saying that my mom was drinking and mayb even more because she was going all crazy ! -.-,negative
Like seriously educen ustedes a sus hijas como puedan y quieran and let my mom do whatever the fuck she wants with us !,negative
I fricken love my tias !! But just sometimes they get on my fucking nerves !!,neutral
Does it fuken matter if i know how to make arroz ?!,negative
y ese milagro . Its always open ! Thts how ive gotten in like 3 times lol,positive
But ehh ya que im just glad they 're happy (:,positive
Wow stuff really changes como dicen de un dia pa otro !!!,neutral
yea y luego mas que ya maneja la patty lol,neutral
si dios quiere pa this weekend,neutral
"Then she was like "" ahhhh ya me acuerde "" and starts laughing -.- haha your veey funny mother !!",positive
Omg que que what ?! Que si dios quiere pal Saturday tengo casa nueva !!!,positive
"Nayeli : "" Was it a baile de ...... "" Me : "" yea it was "" Nayeli : "" lmaoo pos que cuasualidad "" lmaooo she made my day tht was too funny !!",positive
""" : Thanks god I only have one final tomorrow """,positive
ill tell her manana she knocked out ... and pa que beauty sleep si belleza ya tengo lol jk jk ... i do need it .,positive
omg text me i wanna hora porque lol,neutral
Me and la sister we 're supposly sleeping and i turned on the light and all of a sudden we jst start throwing stuff at each other lmaoo !!,neutral
I cant tell my mom this because si no me pega lbs !!!,negative
Y hasta nueva ropa pa acavar la de joder !!!,negative
I have hw to do but instead im here laying on my bed with clothes every where and on my fone ...,negative
hopefully soon porque ya es mucho sin ver las,neutral
""" : I miss Fabii "" i miss you too chula :'(",negative
But i needa stop picking at ut porque si no its gonna brake : ' d,negative
The good thing es que its in yhe top corner so its very small .,positive
"Pet the dog ( consentir/contemplar/acariciar al perro ) No es pamper o algo as :) Do nt pet the dog , he does nt like being touched .",neutral
"My baby daddy : El pap de mi beb . My baby daddy is late on his child support , I m gonna have to take him to court .",neutral
me toooo :) llevameee lol,positive
"Rain on your parade : Arruinar tus planes I 'm sorry to rain on your parade , but you 're not allowed to have alcohol inside this building .",negative
Campeon Really Hit Me In The Heart  !!!!!!!,positive
Through thick and thin : En las buenas y en las malas . I ll be there for you through thick and thin .,positive
Street smart : Vivo Cops have to be street smart because they have to be practical and handle important situations in bad neighborhoods .,neutral
My sister listens to cholo songs  Pinche cholilla Porke no Puedo Salir Como yo,negative
"yo ya se muy bien  , a mi me van a enterrar con De Los Pies Ala Cabeza tocando a un lado de mi caja lmao",neutral
"aqui dicen a tough nut to crack , un problema dificil de resolver :)",neutral
Y 'all do n't say that when Y 'all drinking en la madrugada,neutral
Osea I was just chilling,negative
Fuhk that ala verga con todos !!! Lmao  no te creas I 'm high can n't get more calmado lol,negative
No te quiero .... lol mensaaaaa .... Te Amooooo,positive
Through thick and thin : En las buenas y en las malas . I ll be there for you through thick and thin .,positive
Yo solo se k me encantaron las flores k me dieron ... lmao Ok bye Goodnight or Good morning ! Lol,positive
"quiero ver los en vivo tambin , an que manej hasta Tijuana lol",positive
"all firme , I like going to best buds for dubbys they always hook it up gacho lol",positive
I 've been single for like the longest  I even forgot relationships still existed  Jk tampoco Asi De Tanto no Lol cx,negative
a donde tan peinada felisha ... lol,neutral
"Drop it : Pedirle a alguien que pare de hacer algo ( molesto ) Hey you guys , just drop it . I do nt want to hear any more arguing .",negative
lmao ME ? De k ablas si yo soy un angelito ... I do n't do that ! Ni uno ya No ! How many have u broken ? Lol :D,positive
1st street hit firme too,neutral
boutta shower then knock out,neutral
"I 'm always fighting in that class Con La De Monterrey , el De San Luis I con el De Coahuila I el De Durango / . - !!!",negative
that boy tikooo .. qepd el guache Andy :/,neutral
.. you have the same username for everything no mames ha .,neutral
quien tiene sed ? sacala manger lolol,neutral
The day I went to jonny 's house  & we were eating granadas >>>      it was so perfect !!!,positive
"I went haywire : Varias cosas , una es volverse loco . I went haywire when I realized I was at the wrong terminal",negative
nimodo asi pasa !! Mirame a mi xD ya somos dos fuck it ...,negative
my mugg . Santa claus y le . puse ho ho ho,neutral
I me Lleva en Su Moto Uff,neutral
Ay si ahora resulta k todos le ban al Leon ? Haha pobres mediocres . Lmao y a los k les kede el sako k se lo pongan !,negative
okay pues ima shower now lol,neutral
I would nt say my boyfriend is ( 6 ) I d say he is ( 7 ) ( 6 : Hermoso)(7 : Guapo ),positive
he was angry with me es correcto y escucho mucho ms he got mad at you :),neutral
fuhk it ya me avente un buen rato,negative
Waiting on my jefe to come so I could get feria,neutral
comete in yoplait es casi igual,neutral
serio ? I might pick some up later idk I want something garuenteed to hit lmao,positive
"Rise and shine : Arriba/Levntate It 's six o 'clock and you have to get ready for school . Good morning , rise and shine !",positive
"nah  , some ceviche or aguachiles tho >>>",neutral
Keep your hands off me : No me toques/No me pongas las manos encima . You touched that dirty rat ; keep your hands off me !,negative
"I have a new puppy , she is very ( 4 ) she is ( 5 ) ( 4 : Bella ) ( 5 : Preciosa )",positive
Spill the beans . Contar/Soltar la lengua . We re throwing a surprise party for him . Do nt spill the beans .,neutral
try it with tajin and fresh pieces of pepino in it,neutral
Talk the talk walk the walk Del dicho al hecho hay mucho trecho Anyone can say they re generous but can they talk the talk and walk the walk,neutral
Hawaii With The Bestfriend Sounds Like A Great Idea & Than Los Coconut bras,positive
Cuando Mis parents me dejan ir el date me Keda Mal / . - No MAMEN,negative
""" Y nunca me entretengo aber si me aman , les doy mi corazon por una semana , y luego dejo k se alejen de mi si les da la gana """,neutral
Bonding : Hacer actividades que unen . Bonding with my family is very special to me .,positive
"ahhhhh , sorry entendi mal , ya relei lo que dices . enviamelo por fa por correo :)",positive
Why u do diz,neutral
serio some tacos de al pastor would n't hurt either cx,neutral
"Excuse me , do you know where the restrooms are ? las forma de preguntar no es una informal y otra formal las dos son diferentes",neutral
sick munching on some birria !!!,negative
"salirse con las suyas , si alguien hace algo malo y no paga por eso . He killed a cat and almost got away with it . :)",negative
orita vas a ver a una china con nalgas de oro lmao,neutral
Eating some good tamales,positive
"no dicen start againn ( es una traduccin literal ) , pero dicen star over , start all over , start all over again :)",positive
Wink : Guiar el ojo . Martha winked at Carlos and everyone noticed that,neutral
Like in Mexico i lost 500 pesos,negative
My brother just left to Dallas I yo Keria ir,negative
"Listen up : Presta atencin . The teacher told us to listen up , or else we would miss something important that would be on the test .",neutral
Split : separarse Dan and Katie ? They split a long time ago .,neutral
yo cheapass phone daw,negative
what class you got seca ?,neutral
"On my way : ( al telfono ) Estoy en camino . Ok , I m on my way .",neutral
"Get the best of me : Eclipsar/Hacer sentir menos My boss likes to push me around , but I wo nt let him get the best of me .",negative
Omg Cuando Los guys Le Llaman a Mi sister from Mexico It makes me miss Jonny So Damn Much,neutral
"Nosotros tenemos solo una palabra para las dos palabras , pero tienen diferente significado . La imagen que se proyecta es Shadow",neutral
"As Coach G 'Rod would say "" Mexico Lleva A Tu Gente !!! """,neutral
"Debbie Downer : Una persona a la que le gusta bajarle el estado de nimo de un grupo . Becky is so pessimistic , she is such a Debbie Downer .",negative
Out of our reach : Fuera de nuestro alcance The issue of unemployment seems like a problem that s out of our reach .,negative
In the heat of the moment : En un momento de rabia (?) I do nt hate you it s just sometimes I say the wrong things in the heat of the moment,negative
"Gracias that means a lot :) & tbh luck has nothin 2 do w/ it , its all Love , Strength , & Dedication , Sin eso el  no es nada !",positive
Ay ... cuando podre encontrar a alguien k si valga la pena ? Nunca !! Lol Ok bye .,negative
nahhh yo soy de rencores lol if you fuck me over I 'm keeping track of that shit and holding it against you lol,negative
"con gusto , las voy a adicionar a la web regularmente :)",positive
"Nos toca aseptar k el tiempo vuele , adios mi amor , Goodbye !! :)",positive
Let you go : Despedir You ve been consistently late to work for the past two months . We re going to have to let you go .,negative
stupid .. I think u do sometimes ! ! :o ya se por quien tmb ... lol,negative
"Handful . Significa puado , pero en este contexto significa nios difciles/problemticos These kids are a handful .",negative
Okay Pues pero no se te valla a olvidar :),positive
Feeling blue : Estar deprimido My dog was feeling a little blue today .,negative
Mi head hurts,negative
"My baby daddy : El pap de mi beb . My baby daddy is late on his child support , I m gonna have to take him to court .",neutral
Maana pelea Chavez Jr jijiji,neutral
"Step aside : Hacerse a un lado/ Apartarse Step aside please , we need to get this ladder through .",neutral
ya tas peda lmao,neutral
"haha ora stop being a huevona from Ramona !! , that 's why I only got one class haha",neutral
"It is what it is : Algo as como "" Que le vamos a hacer "" We missed our game today . Oh well , it is what it is .",negative
Small talk : Hablar de cosas triviales Person 1 : What did you guys talk about on the date ? Person 2 : It was mainly just small talk .,neutral
4th had some fuego as blue dream the other day,neutral
Fiorentina has Cuadrado in the bench no pos wow,neutral
Asi oh Mas perfect,positive
Creepy : Espeluznante/Escalofriante . The creepy man was staring at me from a distance .,negative
"Wetback : trmino despectivo usado en USA , ( no me gusta pero es parte de lo q hay q aprender :( ) Continua ...",negative
I have no clue : No tengo ni idea . Person 1 : Where s Sarah ? Person 2 : I have no clue .,neutral
"Ughh !!!! Oh well , I guess fresh start from now on !! 2013 was absolutely a shitty ass year ! Acabo como tuvo k acabar ...",negative
like y esta werka ke kiereeee yo ya no les voy a dar leche eeee !!! Ya estoy muy viejaaa muuuuuu lmao jk,negative
Offside arbitro culoo,negative
El ruido de tus Zapatos- La arrolladora  Omg thats my song !!,positive
If only she knew that his bf is Da biggest playaa I could even think of,neutral
there fhkn bomb huh !!! Aun que sea comida pobre todavia me encantar lol haha do n't worry I still get results lolol,positive
Only Duranguense groups that annoy the fuck outta me es ElTrono y K-Paz ! Esos weyes son muy romanticos ! parecen jotos igual k los players !,negative
Let 's do like core work haha or idk lol ima hit you u p Cuba do llego ala casa : ),positive
I 'm widdit lol los modelos saben mejor con el dolor,positive
hahaha soy faniii lol jk,positive
"Hard-headed : Testarudo I told her she looks nice in the dress , but she s too hard-headed to listen .",neutral
Same goals Cabaye would score in Newcastle,neutral
"get to the point : ir al grano . Person1 : I 'll always care for you , you will always be my friend but ... P2 : Let 's get to the point please .",positive
Tome mucha agua today & now I have to go pee 24/7  Jk cx,neutral
yeah but its over for us .. nimodo,negative
Those tacos with chubbs earlier >>>>,neutral
Okay Pues Ay Me Dices,neutral
alreadyyy !!! Which gym do you go to ? I need to start working out ASAP me toy poniendo toa gorda . Lol,negative
Fuck !!! Se acabo,negative
Shed pounds : Perder peso I m doing lots of cardio to shed the pounds off .,neutral
"I heard a saying k "" mientras el hombre esconde a su amante , la mujer lo presenta como amigo ? "" Sera sierto .. lol",positive
Mi nia esta mala . :( It breaks my heart seeing her sick !,negative
"Stalking . Acechar . After they broke up , he facebook stalked her to see if she had a new man in her life",negative
tell me about it aparese que te pego un infarto  lmao,negative
Move out ( no olvidar el out ) mudarse de un sitio a otro . We 're finally moving out over the weekend,neutral
Orasi a comer Una Buena Carne Asada con la future familia,positive
cual collegio ? I goto,neutral
Procrastinating : Dejar para maana lo que puedes hacer hoy . I need to stop procrastinating and do this paper .,neutral
"las que me llaman feo  lmao  , mexicanas of course !! The sexiest people lolol",negative
Cuando la kimi me dise k me kiere mucho ! <3,positive
eso ! :) TY !,positive
"Rosa is so ( 23 ) , it makes me dizzy some times ( 23 : parlanchina/Que habla mucho )",negative
"La proteccin q recibo porq algo bloquea el sol : shade . I want to be in the shade , I do n't want to burn my skin . My shadow follows me",neutral
Man I just remembered I have my tias party tmrow :o,neutral
Haha Fallo,neutral
Theres two of them : son dos P1 : How many kidneys are in the body ? P2 : There s two of them,neutral
"I 'd rather be in the shade . Let 's find a good shade . Cuando uno busca una sombra es shade , no es shadow . Un rbol te da shade",neutral
"Silver lining : Rayo de luz / Aspecto positivo . Every cloud has a silver lining , look on the bright side of it .",positive
haha es El ref del man utd cao,positive
"i dislike both of them equally infact I do n't like any of those good from del records they seem fake af , tho",negative
"ohh so you gotta get ready lol , I do n't have shit todo till tommorow morning haha",positive
That wiz k is fuegoo,positive
Tf mi madre esta pendeja o que ??,negative
Grab a bite to eat : Comer algo ligero Want to grab a bite to eat before work ?,neutral
Fuck A Limo ! Al estilo de mi Durango mejor ckn Una Cabalgata de la iglesia hasta llegar al salon ;D,neutral
aver dime ? Txt me !!,neutral
"Cuando algo se te mete entre ceja y ceja , lo haces o lo haces you are hell-bent on learning English , you are determined :)",positive
Komando negro be bumping rn,neutral
Big bang for your buck : Super ganga / Excelente inversin,positive
lmao lean cuisine  ? Ima start eating more frijoles lol they can detox your body faster than water haha,positive
"hahaha she probably smelled it  , u were smoking in the house ? , I blaze it at the taco stand lolol",positive
Lmfao Ofendes No Just Watch Te Va Gustar La Idea,positive
"y tu caro ? Lol that 's a sick mission haha  , when do you wanna catch that flight  ?",neutral
"Buena idea ! las estoy subiendo a la website , es q no he tenido mucho tiempo , pero ahi voy :)",positive
Aroz con leche was never my fav thing but man the ones my mom used to make were the bomb >> :/,positive
He knows I 'm complicated pero asi me kiere :P,positive
and you act like I care ? / . - Andale  will go out to eat after !!!,neutral
MAke breakfast o nah ?,neutral
Pinche Graciela Echando la Mala Sal you Needa know the plan,neutral
